order_id,order_date,customer_id,product_id,quantity,unit_price,selling_centre_id,selling_centre_postal_code,customer_postal_code,selling_customer_care_id,total_price
ORD100262,2024-09-21,CUST6231,PROD777,50,695.93,CENTRE4,560028,110013,CARE197,34796.5
ORD100263,2023-07-26,CUST6658,PROD210,40,669.69,CENTRE20,560085,110069,CARE137,26787.6
ORD100264,2025-04-20,CUST7532,PROD769,16,161.95,CENTRE11,560048,110059,CARE128,2591.2
ORD100265,2025-03-31,CUST3142,PROD956,21,245.53,CENTRE13,560048,110043,CARE166,5156.13
ORD100266,2025-03-23,CUST7070,PROD120,47,50.74,CENTRE5,560019,110013,CARE113,2384.78
ORD100267,2023-09-09,CUST9437,PROD149,5,323.46,CENTRE11,560041,110008,CARE111,1617.3
ORD100268,2023-08-02,CUST2739,PROD806,43,135.21,CENTRE6,560016,110080,CARE193,5814.03
ORD100269,2024-07-17,CUST6228,PROD218,35,267.8,CENTRE11,560002,110060,CARE177,9373.0
ORD100270,2024-05-13,CUST4960,PROD526,25,192.65,CENTRE16,560041,110077,CARE176,4816.25
ORD100271,2023-09-20,CUST8642,PROD554,13,566.86,CENTRE3,560089,110021,CARE146,7369.18
ORD100272,2024-02-10,CUST3007,PROD489,34,44.34,CENTRE11,560002,110009,CARE130,1507.56
ORD100273,2023-12-14,CUST5382,PROD226,44,323.77,CENTRE1,560092,110045,CARE185,14245.88
ORD100274,2023-12-12,CUST8366,PROD660,32,350.41,CENTRE20,560043,110082,CARE163,11213.12
ORD100275,2024-12-01,CUST5061,PROD358,50,379.19,CENTRE19,560028,110072,CARE189,18959.5
ORD100276,2024-09-02,CUST3308,PROD585,36,544.47,CENTRE15,560060,110029,CARE155,19600.92
ORD100277,2023-10-22,CUST2586,PROD818,10,170.97,CENTRE13,560073,110045,CARE153,1709.7
ORD100278,2024-08-06,CUST1829,PROD256,40,308.54,CENTRE17,560042,110081,CARE107,12341.6
ORD100279,2023-12-05,CUST5754,PROD310,19,921.23,CENTRE8,560030,110002,CARE181,17503.37
ORD100280,2024-03-12,CUST7293,PROD811,21,410.52,CENTRE17,560072,110025,CARE113,8620.92
ORD100281,2024-09-16,CUST7850,PROD802,27,504.42,CENTRE19,560009,110036,CARE198,13619.34
ORD100282,2024-02-11,CUST5067,PROD745,42,153.93,CENTRE1,560050,110037,CARE135,6465.06
ORD100283,2023-08-17,CUST3616,PROD109,21,463.46,CENTRE8,560037,110055,CARE192,9732.66
ORD100284,2024-08-27,CUST6364,PROD408,8,327.02,CENTRE1,560078,110075,CARE193,2616.16
ORD100285,2024-12-15,CUST6123,PROD530,7,14.25,CENTRE20,560028,110094,CARE135,99.75
ORD100286,2023-09-09,CUST4110,PROD777,34,741.11,CENTRE4,560068,110040,CARE132,25197.74
ORD100287,2023-07-22,CUST3610,PROD203,43,975.85,CENTRE10,560028,110048,CARE181,41961.55
ORD100288,2025-03-29,CUST9163,PROD778,5,337.97,CENTRE8,560014,110080,CARE165,1689.85
ORD100289,2024-12-05,CUST9433,PROD632,3,708.4,CENTRE14,560072,110099,CARE142,2125.2
ORD100290,2023-06-16,CUST8648,PROD376,9,479.17,CENTRE8,560036,110052,CARE153,4312.53
ORD100291,2023-09-04,CUST9171,PROD737,12,296.93,CENTRE20,560092,110033,CARE185,3563.16
ORD100292,2024-01-29,CUST6055,PROD720,3,944.57,CENTRE3,560078,110072,CARE132,2833.71
ORD100293,2023-11-18,CUST9148,PROD817,13,980.88,CENTRE2,560086,110070,CARE145,12751.44
ORD100294,2024-07-21,CUST1379,PROD240,7,577.99,CENTRE5,560010,110083,CARE110,4045.93
ORD100295,2024-10-10,CUST2475,PROD528,32,155.61,CENTRE12,560074,110085,CARE101,4979.52
ORD100296,2024-10-05,CUST7442,PROD950,13,569.58,CENTRE16,560083,110026,CARE112,7404.54
ORD100297,2024-01-05,CUST9281,PROD207,7,907.81,CENTRE10,560054,110010,CARE191,6354.67
ORD100298,2024-07-15,CUST8491,PROD623,3,447.68,CENTRE7,560088,110076,CARE162,1343.04
ORD100299,2023-07-31,CUST4944,PROD836,37,692.26,CENTRE5,560097,110020,CARE131,25613.62
ORD100300,2023-11-16,CUST4524,PROD732,42,734.32,CENTRE13,560056,110014,CARE174,30841.44
ORD100301,2024-06-23,CUST6781,PROD220,25,901.17,CENTRE7,560041,110094,CARE163,22529.25
ORD100302,2023-06-03,CUST1797,PROD389,43,148.03,CENTRE2,560041,110028,CARE128,6365.29
ORD100303,2024-07-04,CUST1828,PROD216,32,555.45,CENTRE8,560026,110036,CARE175,17774.4
ORD100304,2024-02-27,CUST5609,PROD903,34,315.0,CENTRE20,560026,110023,CARE155,10710.0
ORD100305,2024-09-08,CUST9108,PROD208,40,407.61,CENTRE15,560007,110034,CARE185,16304.4
ORD100306,2024-03-19,CUST8710,PROD609,45,842.47,CENTRE11,560064,110073,CARE134,37911.15
ORD100307,2024-08-07,CUST5681,PROD303,38,451.51,CENTRE5,560064,110014,CARE113,17157.38
ORD100308,2025-05-14,CUST9793,PROD723,17,101.56,CENTRE9,560006,110017,CARE199,1726.52
ORD100309,2024-12-21,CUST1133,PROD304,4,64.48,CENTRE11,560036,110067,CARE190,257.92
ORD100310,2025-04-08,CUST2761,PROD896,24,644.9,CENTRE2,560054,110076,CARE162,15477.6
ORD100311,2024-10-11,CUST8060,PROD369,15,587.6,CENTRE17,560016,110083,CARE171,8814.0
ORD100312,2023-11-06,CUST3194,PROD951,39,229.92,CENTRE14,560016,110099,CARE177,8966.88
ORD100313,2023-12-12,CUST5333,PROD635,46,936.31,CENTRE10,560058,110050,CARE172,43070.26
ORD100314,2024-03-30,CUST6992,PROD306,5,285.15,CENTRE1,560022,110043,CARE148,1425.75
ORD100315,2024-01-09,CUST7606,PROD466,1,32.32,CENTRE8,560077,110074,CARE177,32.32
ORD100316,2023-07-30,CUST6995,PROD820,14,543.03,CENTRE11,560042,110099,CARE166,7602.42
ORD100317,2025-01-14,CUST1741,PROD519,42,451.0,CENTRE11,560076,110076,CARE185,18942.0
ORD100318,2024-12-07,CUST7563,PROD402,32,674.84,CENTRE8,560050,110078,CARE148,21594.88
ORD100319,2023-08-02,CUST1838,PROD264,6,96.5,CENTRE7,560031,110036,CARE105,579.0
ORD100320,2024-04-17,CUST4189,PROD140,30,516.67,CENTRE18,560074,110095,CARE177,15500.1
ORD100321,2023-07-29,CUST6939,PROD661,41,202.51,CENTRE2,560003,110079,CARE113,8302.91
ORD100322,2023-07-22,CUST5728,PROD608,4,324.58,CENTRE8,560037,110086,CARE175,1298.32
ORD100323,2025-01-19,CUST2204,PROD312,24,609.03,CENTRE8,560003,110061,CARE182,14616.72
ORD100324,2024-10-01,CUST7329,PROD804,36,943.97,CENTRE20,560083,110027,CARE112,33982.92
ORD100325,2024-10-27,CUST9261,PROD592,48,909.36,CENTRE13,560074,110022,CARE173,43649.28
ORD100326,2024-11-25,CUST8378,PROD438,27,367.45,CENTRE17,560001,110001,CARE112,9921.15
ORD100327,2023-11-09,CUST5582,PROD340,24,156.47,CENTRE11,560060,110030,CARE115,3755.28
ORD100328,2023-07-29,CUST2946,PROD102,46,855.27,CENTRE6,560037,110028,CARE197,39342.42
ORD100329,2024-11-02,CUST3108,PROD113,4,375.93,CENTRE15,560017,110012,CARE130,1503.72
ORD100330,2023-08-22,CUST2584,PROD787,40,379.1,CENTRE1,560052,110079,CARE146,15164.0
ORD100331,2023-12-08,CUST7453,PROD191,18,291.8,CENTRE3,560005,110019,CARE174,5252.4
ORD100332,2023-08-10,CUST7114,PROD213,34,357.84,CENTRE16,560069,110019,CARE186,12166.56
ORD100333,2025-01-30,CUST6555,PROD955,3,977.75,CENTRE3,560068,110022,CARE190,2933.25
ORD100334,2023-08-09,CUST6990,PROD687,47,875.56,CENTRE7,560006,110061,CARE177,41151.32
ORD100335,2025-04-22,CUST3363,PROD785,5,96.72,CENTRE2,560044,110001,CARE153,483.6
ORD100336,2024-01-27,CUST4261,PROD605,20,730.57,CENTRE5,560083,110042,CARE150,14611.4
ORD100337,2024-07-18,CUST9341,PROD252,5,449.78,CENTRE7,560003,110010,CARE191,2248.9
ORD100338,2023-10-01,CUST7576,PROD192,14,992.67,CENTRE5,560009,110007,CARE195,13897.38
ORD100339,2025-01-04,CUST9193,PROD898,34,805.65,CENTRE3,560061,110018,CARE105,27392.1
ORD100340,2024-02-08,CUST1659,PROD623,7,295.75,CENTRE6,560013,110066,CARE144,2070.25
ORD100341,2025-01-13,CUST1742,PROD176,7,807.62,CENTRE19,560054,110057,CARE182,5653.34
ORD100342,2025-01-29,CUST1637,PROD840,47,970.66,CENTRE18,560093,110055,CARE156,45621.02
ORD100343,2023-07-11,CUST3245,PROD840,15,429.59,CENTRE7,560039,110086,CARE158,6443.85
ORD100344,2025-02-24,CUST6456,PROD203,35,897.46,CENTRE8,560036,110061,CARE173,31411.1
ORD100345,2023-08-23,CUST8761,PROD362,25,148.17,CENTRE17,560041,110042,CARE166,3704.25
ORD100346,2024-08-03,CUST9508,PROD759,13,591.31,CENTRE3,560097,110039,CARE104,7687.03
ORD100347,2025-04-04,CUST8487,PROD336,13,95.22,CENTRE14,560045,110065,CARE151,1237.86
ORD100348,2025-01-18,CUST3440,PROD567,34,215.71,CENTRE15,560052,110098,CARE180,7334.14
ORD100349,2024-12-30,CUST9446,PROD403,43,479.87,CENTRE10,560011,110016,CARE195,20634.41
ORD100350,2024-11-17,CUST3290,PROD370,16,868.85,CENTRE6,560072,110031,CARE199,13901.6
ORD100351,2024-04-19,CUST6373,PROD575,37,986.77,CENTRE7,560041,110072,CARE155,36510.49
ORD100352,2024-02-23,CUST6218,PROD151,41,75.45,CENTRE8,560064,110051,CARE185,3093.45
ORD100353,2023-12-27,CUST3662,PROD202,12,960.49,CENTRE14,560079,110049,CARE103,11525.88
ORD100354,2025-04-16,CUST7438,PROD932,36,758.55,CENTRE6,560007,110050,CARE127,27307.8
ORD100355,2024-04-17,CUST5902,PROD278,48,97.56,CENTRE20,560051,110091,CARE172,4682.88
ORD100356,2024-01-31,CUST6511,PROD995,36,415.37,CENTRE8,560039,110061,CARE123,14953.32
ORD100357,2024-02-27,CUST9311,PROD140,27,915.27,CENTRE10,560090,110046,CARE103,24712.29
ORD100358,2024-07-10,CUST9351,PROD972,48,420.37,CENTRE10,560059,110040,CARE180,20177.76
ORD100359,2023-10-13,CUST9721,PROD397,7,560.26,CENTRE19,560064,110067,CARE142,3921.82
ORD100360,2025-04-18,CUST9025,PROD468,50,713.14,CENTRE15,560083,110041,CARE112,35657.0
ORD100361,2025-03-22,CUST5911,PROD920,41,757.69,CENTRE7,560016,110068,CARE137,31065.29
ORD100362,2024-04-03,CUST8780,PROD793,37,145.56,CENTRE9,560048,110011,CARE152,5385.72
ORD100363,2024-09-11,CUST1272,PROD420,23,194.15,CENTRE16,560080,110078,CARE103,4465.45
ORD100364,2024-04-19,CUST7035,PROD536,44,387.95,CENTRE3,560014,110028,CARE193,17069.8
ORD100365,2023-08-14,CUST6427,PROD856,30,558.33,CENTRE12,560004,110022,CARE158,16749.9
ORD100366,2023-06-10,CUST2795,PROD218,45,51.81,CENTRE13,560029,110082,CARE132,2331.45
ORD100367,2024-09-12,CUST7824,PROD197,43,827.99,CENTRE13,560007,110036,CARE145,35603.57
ORD100368,2025-02-26,CUST6040,PROD971,28,836.24,CENTRE6,560002,110092,CARE187,23414.72
ORD100369,2024-12-28,CUST1436,PROD876,7,310.88,CENTRE16,560018,110019,CARE144,2176.16
ORD100370,2023-09-11,CUST8775,PROD146,11,563.69,CENTRE15,560014,110056,CARE145,6200.59
ORD100371,2023-08-15,CUST5350,PROD109,12,468.82,CENTRE14,560042,110072,CARE131,5625.84
ORD100372,2024-12-02,CUST4728,PROD972,36,36.57,CENTRE17,560089,110057,CARE135,1316.52
ORD100373,2024-01-05,CUST1841,PROD241,26,12.42,CENTRE20,560093,110063,CARE157,322.92
ORD100374,2024-10-31,CUST8871,PROD779,33,270.05,CENTRE14,560056,110089,CARE106,8911.65
ORD100375,2024-02-27,CUST3793,PROD762,22,956.47,CENTRE5,560029,110033,CARE141,21042.34
ORD100376,2023-10-14,CUST9589,PROD274,43,835.9,CENTRE16,560022,110088,CARE158,35943.7
ORD100377,2024-05-23,CUST7229,PROD436,11,477.82,CENTRE1,560012,110016,CARE189,5256.02
ORD100378,2023-08-10,CUST3421,PROD466,35,657.27,CENTRE13,560025,110072,CARE181,23004.45
ORD100379,2024-02-06,CUST4968,PROD548,39,893.76,CENTRE14,560093,110056,CARE133,34856.64
ORD100380,2024-06-13,CUST1517,PROD736,29,422.99,CENTRE3,560048,110084,CARE198,12266.71
ORD100381,2024-03-18,CUST2800,PROD374,23,496.97,CENTRE10,560069,110045,CARE120,11430.31
ORD100382,2023-11-09,CUST4125,PROD999,21,690.96,CENTRE20,560001,110023,CARE126,14510.16
ORD100383,2024-08-22,CUST1310,PROD850,36,252.3,CENTRE18,560089,110004,CARE171,9082.8
ORD100384,2024-12-08,CUST8225,PROD195,21,128.16,CENTRE5,560007,110047,CARE198,2691.36
ORD100385,2025-05-21,CUST6139,PROD481,24,284.44,CENTRE18,560034,110060,CARE170,6826.56
ORD100386,2024-04-05,CUST7861,PROD934,27,994.39,CENTRE6,560006,110099,CARE182,26848.53
ORD100387,2025-02-16,CUST3481,PROD450,49,76.06,CENTRE9,560015,110086,CARE141,3726.94
ORD100388,2025-03-31,CUST7765,PROD287,41,748.11,CENTRE13,560007,110045,CARE194,30672.51
ORD100389,2024-11-23,CUST4340,PROD216,28,585.26,CENTRE15,560039,110094,CARE151,16387.28
ORD100390,2023-06-09,CUST7723,PROD510,47,569.92,CENTRE10,560010,110055,CARE196,26786.24
ORD100391,2025-04-14,CUST9221,PROD509,21,869.66,CENTRE15,560034,110028,CARE144,18262.86
ORD100392,2024-12-19,CUST8726,PROD567,39,631.72,CENTRE10,560043,110079,CARE199,24637.08
ORD100393,2024-04-02,CUST2020,PROD378,16,481.28,CENTRE13,560089,110072,CARE122,7700.48
ORD100394,2025-04-10,CUST3262,PROD955,37,697.3,CENTRE18,560079,110025,CARE163,25800.1
ORD100395,2023-09-15,CUST9498,PROD494,35,128.39,CENTRE20,560049,110049,CARE111,4493.65
ORD100396,2023-10-16,CUST4397,PROD806,14,517.4,CENTRE16,560035,110048,CARE142,7243.6
ORD100397,2024-02-26,CUST6325,PROD971,25,579.51,CENTRE3,560090,110023,CARE145,14487.75
ORD100398,2023-09-27,CUST8837,PROD589,50,846.83,CENTRE11,560022,110096,CARE178,42341.5
ORD100399,2023-09-18,CUST9609,PROD919,36,171.22,CENTRE5,560018,110002,CARE168,6163.92
ORD100400,2024-12-18,CUST7173,PROD531,48,67.93,CENTRE16,560075,110026,CARE194,3260.64
ORD100401,2023-11-07,CUST6140,PROD764,17,326.48,CENTRE7,560059,110057,CARE129,5550.16
ORD100402,2024-03-05,CUST3837,PROD916,24,879.53,CENTRE5,560016,110047,CARE140,21108.72
ORD100403,2024-03-15,CUST8531,PROD270,29,144.14,CENTRE7,560017,110068,CARE139,4180.06
ORD100404,2025-02-09,CUST9734,PROD215,29,171.68,CENTRE1,560041,110025,CARE112,4978.72
ORD100405,2024-01-02,CUST6608,PROD235,26,279.94,CENTRE1,560019,110001,CARE192,7278.44
ORD100406,2024-05-17,CUST9950,PROD812,1,425.32,CENTRE17,560097,110076,CARE111,425.32
ORD100407,2023-12-26,CUST6804,PROD843,47,912.98,CENTRE12,560075,110040,CARE181,42910.06
ORD100408,2025-05-04,CUST5331,PROD160,3,362.42,CENTRE16,560053,110043,CARE151,1087.26
ORD100409,2025-03-11,CUST8932,PROD964,19,296.96,CENTRE13,560082,110013,CARE140,5642.24
ORD100410,2024-02-26,CUST4150,PROD263,39,534.32,CENTRE14,560058,110048,CARE179,20838.48
ORD100411,2024-10-30,CUST5038,PROD206,2,936.95,CENTRE13,560086,110033,CARE163,1873.9
ORD100412,2024-10-13,CUST5571,PROD526,34,518.73,CENTRE12,560016,110065,CARE181,17636.82
ORD100413,2024-02-13,CUST5890,PROD704,9,768.78,CENTRE13,560067,110002,CARE123,6919.02
ORD100414,2023-07-23,CUST4684,PROD594,20,191.42,CENTRE16,560068,110078,CARE196,3828.4
ORD100415,2023-09-03,CUST5876,PROD921,1,103.56,CENTRE10,560031,110035,CARE148,103.56
ORD100416,2025-03-11,CUST5735,PROD682,20,755.1,CENTRE19,560074,110005,CARE125,15102.0
ORD100417,2024-08-07,CUST4396,PROD794,15,548.28,CENTRE3,560062,110083,CARE133,8224.2
ORD100418,2024-03-10,CUST9011,PROD548,14,873.72,CENTRE14,560085,110036,CARE190,12232.08
ORD100419,2023-07-16,CUST6194,PROD285,21,828.55,CENTRE2,560063,110083,CARE162,17399.55
ORD100420,2023-06-04,CUST8861,PROD725,2,688.12,CENTRE4,560036,110062,CARE144,1376.24
ORD100421,2024-05-07,CUST6714,PROD488,50,308.06,CENTRE13,560042,110051,CARE143,15403.0
ORD100422,2023-10-12,CUST5480,PROD897,45,688.59,CENTRE19,560099,110006,CARE156,30986.55
ORD100423,2025-03-14,CUST5715,PROD467,18,691.46,CENTRE6,560094,110090,CARE146,12446.28
ORD100424,2024-02-24,CUST2996,PROD726,36,104.88,CENTRE7,560062,110091,CARE196,3775.68
ORD100425,2023-11-13,CUST9899,PROD129,33,584.25,CENTRE14,560029,110033,CARE120,19280.25
ORD100426,2024-08-26,CUST7220,PROD983,36,825.08,CENTRE9,560012,110036,CARE121,29702.88
ORD100427,2024-12-16,CUST7464,PROD800,37,22.77,CENTRE12,560034,110081,CARE141,842.49
ORD100428,2025-05-23,CUST6654,PROD958,37,522.99,CENTRE17,560099,110008,CARE102,19350.63
ORD100429,2024-08-11,CUST3399,PROD844,10,379.28,CENTRE16,560038,110074,CARE114,3792.8
ORD100430,2024-12-26,CUST5758,PROD233,7,490.05,CENTRE12,560092,110004,CARE124,3430.35
ORD100431,2023-06-10,CUST1689,PROD594,3,346.91,CENTRE2,560011,110092,CARE174,1040.73
ORD100432,2023-09-23,CUST5712,PROD599,30,911.68,CENTRE13,560046,110061,CARE139,27350.4
ORD100433,2023-08-17,CUST2294,PROD215,23,111.39,CENTRE14,560072,110078,CARE164,2561.97
ORD100434,2025-05-08,CUST6674,PROD521,10,163.01,CENTRE8,560032,110081,CARE189,1630.1
ORD100435,2023-10-31,CUST8247,PROD551,9,228.9,CENTRE8,560085,110059,CARE182,2060.1
ORD100436,2024-12-10,CUST5201,PROD147,17,196.53,CENTRE16,560083,110063,CARE171,3341.01
ORD100437,2023-07-07,CUST8849,PROD164,24,898.09,CENTRE2,560095,110023,CARE137,21554.16
ORD100438,2024-06-13,CUST4505,PROD367,38,617.29,CENTRE12,560027,110061,CARE196,23457.02
ORD100439,2025-01-17,CUST4310,PROD770,16,833.1,CENTRE1,560089,110096,CARE171,13329.6
ORD100440,2024-12-17,CUST9824,PROD421,15,530.4,CENTRE5,560010,110083,CARE168,7956.0
ORD100441,2023-10-30,CUST5442,PROD112,17,536.77,CENTRE9,560010,110097,CARE122,9125.09
ORD100442,2024-08-14,CUST5450,PROD821,20,555.6,CENTRE20,560064,110070,CARE150,11112.0
ORD100443,2023-10-09,CUST3249,PROD989,6,758.74,CENTRE15,560008,110014,CARE179,4552.44
ORD100444,2023-07-13,CUST2789,PROD794,37,122.83,CENTRE5,560028,110005,CARE189,4544.71
ORD100445,2024-04-11,CUST4920,PROD637,26,465.89,CENTRE9,560002,110048,CARE109,12113.14
ORD100446,2024-06-08,CUST4972,PROD885,37,85.64,CENTRE8,560086,110004,CARE125,3168.68
ORD100447,2023-07-11,CUST1831,PROD861,14,820.66,CENTRE20,560028,110079,CARE111,11489.24
ORD100448,2024-06-01,CUST9700,PROD690,47,924.18,CENTRE19,560060,110092,CARE111,43436.46
ORD100449,2024-01-02,CUST4697,PROD841,5,484.72,CENTRE6,560050,110020,CARE191,2423.6
ORD100450,2025-04-29,CUST4814,PROD678,47,318.46,CENTRE1,560025,110091,CARE176,14967.62
ORD100451,2024-02-11,CUST1860,PROD329,21,368.94,CENTRE4,560063,110095,CARE184,7747.74
ORD100452,2025-04-13,CUST2641,PROD785,31,818.87,CENTRE3,560014,110023,CARE151,25384.97
ORD100453,2023-09-14,CUST7771,PROD994,12,890.83,CENTRE13,560044,110017,CARE133,10689.96
ORD100454,2024-05-28,CUST6411,PROD446,32,601.67,CENTRE13,560027,110011,CARE118,19253.44
ORD100455,2024-12-25,CUST8739,PROD631,45,765.95,CENTRE19,560076,110054,CARE191,34467.75
ORD100456,2024-07-21,CUST2647,PROD635,45,348.62,CENTRE3,560098,110016,CARE143,15687.9
ORD100457,2025-02-25,CUST3252,PROD804,37,712.8,CENTRE17,560068,110008,CARE168,26373.6
ORD100458,2023-11-06,CUST1084,PROD817,7,38.47,CENTRE7,560066,110057,CARE145,269.29
ORD100459,2024-01-29,CUST3587,PROD733,39,816.43,CENTRE14,560041,110082,CARE150,31840.77
ORD100460,2023-11-14,CUST7666,PROD197,42,230.13,CENTRE6,560098,110091,CARE117,9665.46
ORD100461,2023-11-29,CUST8793,PROD543,20,858.25,CENTRE14,560040,110008,CARE149,17165.0
ORD100462,2024-07-27,CUST8822,PROD777,3,150.94,CENTRE9,560091,110041,CARE113,452.82
ORD100463,2023-06-26,CUST4267,PROD844,47,234.31,CENTRE10,560059,110013,CARE194,11012.57
ORD100464,2023-12-01,CUST5706,PROD354,37,134.09,CENTRE17,560084,110070,CARE137,4961.33
ORD100465,2024-05-06,CUST6262,PROD593,25,138.92,CENTRE18,560020,110036,CARE178,3473.0
ORD100466,2024-07-26,CUST5676,PROD454,6,87.82,CENTRE13,560065,110025,CARE172,526.92
ORD100467,2025-04-16,CUST1969,PROD779,50,693.91,CENTRE19,560014,110084,CARE110,34695.5
ORD100468,2024-02-10,CUST2465,PROD792,4,786.19,CENTRE10,560017,110079,CARE141,3144.76
ORD100469,2024-02-29,CUST4804,PROD756,50,86.96,CENTRE14,560029,110095,CARE128,4348.0
ORD100470,2023-11-11,CUST9767,PROD494,22,776.95,CENTRE3,560047,110003,CARE156,17092.9
ORD100471,2025-05-19,CUST1611,PROD252,23,759.76,CENTRE4,560050,110043,CARE105,17474.48
ORD100472,2023-09-19,CUST3868,PROD959,28,52.09,CENTRE19,560058,110087,CARE131,1458.52
ORD100473,2024-06-26,CUST7846,PROD946,27,116.74,CENTRE12,560080,110041,CARE170,3151.98
ORD100474,2023-07-10,CUST3880,PROD671,8,795.12,CENTRE5,560066,110091,CARE119,6360.96
ORD100475,2024-09-24,CUST1595,PROD727,50,518.34,CENTRE9,560026,110022,CARE185,25917.0
ORD100476,2024-01-14,CUST7504,PROD155,15,68.67,CENTRE7,560052,110076,CARE135,1030.05
ORD100477,2023-12-22,CUST9116,PROD111,48,127.73,CENTRE13,560025,110093,CARE103,6131.04
ORD100478,2024-09-14,CUST4052,PROD758,42,260.48,CENTRE10,560009,110047,CARE163,10940.16
ORD100479,2024-05-24,CUST5742,PROD260,39,75.58,CENTRE1,560036,110067,CARE128,2947.62
ORD100480,2024-04-08,CUST1613,PROD617,1,670.91,CENTRE6,560055,110002,CARE188,670.91
ORD100481,2024-01-20,CUST1151,PROD969,41,757.0,CENTRE16,560022,110086,CARE128,31037.0
ORD100482,2024-01-15,CUST5888,PROD580,50,784.55,CENTRE1,560088,110052,CARE131,39227.5
ORD100483,2023-06-25,CUST2758,PROD972,41,920.9,CENTRE4,560040,110054,CARE128,37756.9
ORD100484,2025-04-06,CUST6489,PROD607,25,213.35,CENTRE3,560074,110086,CARE156,5333.75
ORD100485,2023-12-15,CUST5662,PROD990,4,902.16,CENTRE14,560083,110086,CARE182,3608.64
ORD100486,2024-07-13,CUST8444,PROD269,20,192.93,CENTRE17,560014,110008,CARE127,3858.6
ORD100487,2024-05-02,CUST9901,PROD176,34,358.02,CENTRE14,560019,110009,CARE118,12172.68
ORD100488,2024-03-12,CUST9590,PROD869,3,99.87,CENTRE10,560060,110025,CARE101,299.61
ORD100489,2023-08-11,CUST9092,PROD603,21,847.4,CENTRE14,560014,110098,CARE137,17795.4
ORD100490,2024-03-12,CUST3198,PROD428,35,942.43,CENTRE6,560096,110065,CARE131,32985.05
ORD100491,2024-05-25,CUST9261,PROD346,37,949.3,CENTRE6,560015,110019,CARE102,35124.1
ORD100492,2025-03-18,CUST8668,PROD438,10,354.36,CENTRE12,560031,110094,CARE178,3543.6
ORD100493,2024-11-03,CUST5470,PROD384,21,168.95,CENTRE6,560003,110035,CARE161,3547.95
ORD100494,2024-07-14,CUST4159,PROD151,33,505.63,CENTRE5,560059,110011,CARE156,16685.79
ORD100495,2025-04-26,CUST2845,PROD619,45,731.27,CENTRE7,560024,110023,CARE153,32907.15
ORD100496,2024-12-01,CUST6417,PROD328,15,249.4,CENTRE16,560035,110057,CARE171,3741.0
ORD100497,2024-05-05,CUST3662,PROD663,10,574.53,CENTRE6,560004,110006,CARE170,5745.3
ORD100498,2023-06-29,CUST8518,PROD758,4,108.11,CENTRE17,560061,110036,CARE172,432.44
ORD100499,2023-09-27,CUST5215,PROD487,44,582.35,CENTRE4,560085,110078,CARE124,25623.4
ORD100500,2024-02-23,CUST4050,PROD512,47,23.84,CENTRE15,560068,110026,CARE152,1120.48
ORD100501,2023-11-30,CUST1230,PROD936,26,224.83,CENTRE19,560058,110089,CARE123,5845.58
ORD100502,2025-01-15,CUST6523,PROD340,29,199.63,CENTRE7,560046,110065,CARE166,5789.27
ORD100503,2024-02-27,CUST5833,PROD180,49,289.04,CENTRE6,560034,110053,CARE174,14162.96
ORD100504,2023-07-10,CUST4164,PROD570,39,902.64,CENTRE7,560016,110023,CARE151,35202.96
ORD100505,2023-09-20,CUST3875,PROD554,37,541.76,CENTRE2,560071,110082,CARE180,20045.12
ORD100506,2025-01-31,CUST7643,PROD920,33,973.84,CENTRE6,560011,110096,CARE173,32136.72
ORD100507,2024-08-18,CUST8007,PROD686,6,107.7,CENTRE7,560046,110001,CARE149,646.2
ORD100508,2024-05-19,CUST9442,PROD558,15,221.88,CENTRE9,560056,110040,CARE195,3328.2
ORD100509,2024-04-17,CUST6372,PROD190,28,509.15,CENTRE14,560028,110036,CARE133,14256.2
ORD100510,2024-08-20,CUST2421,PROD977,19,710.68,CENTRE15,560020,110072,CARE190,13502.92
ORD100511,2025-02-10,CUST7567,PROD610,26,372.8,CENTRE20,560051,110045,CARE146,9692.8
ORD100512,2024-11-05,CUST2562,PROD557,10,593.49,CENTRE4,560065,110016,CARE133,5934.9
ORD100513,2023-09-27,CUST4027,PROD423,9,445.27,CENTRE6,560056,110044,CARE155,4007.43
ORD100514,2024-06-29,CUST3303,PROD221,22,958.17,CENTRE3,560066,110060,CARE147,21079.74
ORD100515,2025-01-11,CUST8822,PROD609,6,189.04,CENTRE10,560043,110073,CARE146,1134.24
ORD100516,2023-12-12,CUST6301,PROD863,31,361.27,CENTRE3,560007,110090,CARE130,11199.37
ORD100517,2024-02-16,CUST5064,PROD769,37,385.82,CENTRE13,560057,110012,CARE140,14275.34
ORD100518,2023-07-16,CUST1111,PROD118,48,222.13,CENTRE4,560035,110073,CARE169,10662.24
ORD100519,2025-05-26,CUST5272,PROD205,4,235.28,CENTRE9,560048,110060,CARE145,941.12
ORD100520,2024-08-20,CUST7284,PROD513,36,121.72,CENTRE3,560013,110012,CARE109,4381.92
ORD100521,2023-06-02,CUST4858,PROD522,26,984.77,CENTRE11,560007,110015,CARE188,25604.02
ORD100522,2024-11-14,CUST8319,PROD136,17,132.38,CENTRE1,560084,110012,CARE117,2250.46
ORD100523,2024-12-03,CUST5374,PROD670,6,119.21,CENTRE19,560049,110024,CARE141,715.26
ORD100524,2025-05-04,CUST6400,PROD662,26,144.55,CENTRE8,560094,110094,CARE189,3758.3
